Id,IndicatorCode,SpatialDimension,SpatialDimensionValueCode,ParentLocationCode,ParentLocation,TimeDimension,TimeDim,DisaggregatingDimension1,DisaggregatingDimension1ValueCode,DisaggregatingDimension2,DisaggregatingDimension2ValueCode,DisaggregatingDimension3,DisaggregatingDimension3ValueCode,DataSourceDimension,DataSourceDimensionValueCode,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
50679,MDG_0000000025,COUNTRY,THA,SEAR,South-East Asia,YEAR,2012,,,,,,,,,100,100,,,"Doctor, nurse, midwife, health centerstaff, nurse's aide, midwife's aide National Statistical Office (NSO), United Nations Children's Fund (UNICEF). Thailand Multiple Indicator Cluster Survey 2012. Final Report. Bangkok: NSO, UNICEF; 2013.",2025-04-07T06:46:44Z,2012,2012-01-01,2012-12-31
53882,MDG_0000000025,COUNTRY,KOR,WPR,Western Pacific,YEAR,2012,,,,,,,,,100,100,,," The 2012 National Survey on Fertility, Family Health & Welfare in Korea. Sejong City: Korea Institute for Health and Social Affairs; 2012 (in Korean). ",2025-04-07T06:46:44Z,2012,2012-01-01,2012-12-31
54601,MDG_0000000025,COUNTRY,BOL,AMR,Americas,YEAR,2000,,,,,,,,,67,67,,," Ministerio de Salud y Previsión Social, UNICEF. Encuesta de múltiples indicadores por conglomerados 2000 (MICS 2000). Informe Final. La Paz: UNICEF; 2001 (in Spanish).",2025-04-07T06:46:44Z,2000,2000-01-01,2000-12-31
58831,MDG_0000000025,COUNTRY,BDI,AFR,Africa,YEAR,2020,,,,,,,,,87,87,,, Annuaire des Statistisques Sanitaires 2022,2025-04-07T06:46:44Z,2020,2020-01-01,2020-12-31
61084,MDG_0000000025,COUNTRY,GTM,AMR,Americas,YEAR,2007,,,,,,,,,31,31,,,"Trained personnel PLISA Health Information Platform. Indicator profile: Deliveries attended by skilled birth attendants (%) [online database]. Washington, DC: Pan American Health Organization/World Health Organization (PAHO/WHO); 2021 (https://opendata.paho.org/es/indicadores-basicos/tablero-de-los-indicadores-basicos, accessed 30 December 2021). ",2025-04-07T06:46:44Z,2007,2007-01-01,2007-12-31
61160,MDG_0000000025,REGION,EMR,,,YEAR,2007,,,,,,,,,57,57,,,,2024-04-26T13:59:03Z,2007,2007-01-01,2007-12-31
63368,MDG_0000000025,COUNTRY,USA,AMR,Americas,YEAR,2007,,,,,,,,,99,99,,," Martin JA, Hamilton BE, Sutton PD, Ventura SJ, Mathews TJ, Kirmeyer S et al. Births: Final Data for 2007. National Vital Statistics Reports; vol. 58, no.24. Hyattsville, MD: National Center for Health Statistics; 2010.
",2025-04-07T06:46:44Z,2007,2007-01-01,2007-12-31
63547,MDG_0000000025,COUNTRY,NER,AFR,Africa,YEAR,2000,,,,,,,,,16,16,,," Republique du Niger, Fonds des Nations Unies pour l'Enfance (UNICEF). Enquete a indicateurs multiples 2000 (MICS2). Niamey, Niger: Republique du Niger, UNICEF; 2000 (in French). ",2025-04-07T06:46:44Z,2000,2000-01-01,2000-12-31
70279,MDG_0000000025,COUNTRY,RUS,EUR,Europe,YEAR,2000,,,,,,,,,99,99,,,"Skilled health personnel Transformative Monitoring for Enhanced Equity (TransMonEE) 2012 Database [online database]. Geneva: UNICEF Europe and Central Asia Regional Office; 2012 (www.transmonee.org, accessed 1 November 2012). ",2025-04-07T06:46:44Z,2000,2000-01-01,2000-12-31
70430,MDG_0000000025,COUNTRY,AUS,WPR,Western Pacific,YEAR,2004,,,,,,,,,99,99,,," Laws PJ, Grayson N, Sullivan EA. Australia’s mothers and babies 2004. Perinatal statistics series no. 18. AIHW cat. no. PER 34. Sydney: Australian Institute of Health and Welfare (AIHW) National Perinatal Statistics Unit; 2006.",2025-04-07T06:46:44Z,2004,2004-01-01,2004-12-31
74295,MDG_0000000025,COUNTRY,BHS,AMR,Americas,YEAR,2019,,,,,,,,,99,99,,,"Trained personnel PLISA Health Information Platform. Indicator profile: Deliveries attended by skilled birth attendants (%) [online database]. Washington, DC: Pan American Health Organization/World Health Organization (PAHO/WHO); 2021 (https://opendata.paho.org/es/indicadores-basicos/tablero-de-los-indicadores-basicos, accessed 30 December 2021). ",2025-04-07T06:46:44Z,2019,2019-01-01,2019-12-31
81610,MDG_0000000025,COUNTRY,CIV,AFR,Africa,YEAR,2000,,,,,,,,,63,63,,," L'Ecole Nationale Supérieure de Statistique et d'Economie Appliquée (ENSEA), Fonds des Nations Unies pour l’Enfance (UNICEF). Enquête à Indicateurs Multiples MICS 2000. Rapport final. Abidjan: L'Ecole Nationale Supérieure de Statistique et d'Economie Appliquée (ENSEA), Fonds des Nations Unies pour l’Enfance (UNICEF); 2000 (in French).",2025-04-07T06:46:44Z,2000,2000-01-01,2000-12-31
85942,MDG_0000000025,COUNTRY,CYP,EUR,Europe,YEAR,2000,,,,,,,,,98,98,,, Statistical Service. Demographic Report 2009. Republic of Cyprus; 2011.,2025-04-07T06:46:44Z,2000,2000-01-01,2000-12-31
93303,MDG_0000000025,COUNTRY,SGP,WPR,Western Pacific,YEAR,2022,,,,,,,,,100,100,,,"Doctor, ambulance officer, paramedic, midwife, nurse  Registry of Births and Deaths 2022, Immigration and Checkpoints Authority Singapore",2025-04-07T06:46:44Z,2022,2022-01-01,2022-12-31
99438,MDG_0000000025,COUNTRY,PLW,WPR,Western Pacific,YEAR,2007,,,,,,,,,100,100,,, 2013 Statistical Yearbook. Koror: Ministry of Finance [Palau]; 2014.,2025-04-07T06:46:44Z,2007,2007-01-01,2007-12-31
99494,MDG_0000000025,COUNTRY,HTI,AMR,Americas,YEAR,2006,,,,,,,,,26,26,,,"Doctor, auxiliary nurse (auxiliary nurse 10.1%) Cayemittes M, Placide MF, Mariko S, Barrère B, Sévère B, Alexandre C (Ministère de la Santé Publique et de la Population, Institut Haïtien de l’Enfance, Macro International Inc.). Enquête Mortalité, Morbidité et Utilisation des Services, Haïti, 2005-2006. Calverton, Maryland, USA: Ministère de la Santé Publique et de la Population, Institut Haïtien de l’Enfance, Macro International Inc.; 2007 (in French).",2025-04-07T06:46:44Z,2005-2006,2005-01-01,2006-12-31
101516,MDG_0000000025,COUNTRY,CZE,EUR,Europe,YEAR,2012,,,,,,,,,100,100,,, Rodi?ka a novorozenec 2012 [Mother and Newborn 2012]. Prague: Ústav zdravotnických informací a statistiky ?R [Institute of Health Information and Statistics of the Czech Republic]; 2013 (in Czech).,2025-04-07T06:46:44Z,2012,2012-01-01,2012-12-31
103462,MDG_0000000025,REGION,EMR,,,YEAR,2023,,,,,,,,,83,83,,,,2025-04-07T06:46:44Z,2023,2023-01-01,2023-12-31
105524,MDG_0000000025,COUNTRY,IRN,EMR,Eastern Mediterranean,YEAR,2009,,,,,,,,,98,98,,,"Skilled personnel Millennium Development Goals (MDG) - 2014 Report. Proportion of births attended by skilled health personnel, percent [website]. Tehran: Statistical Center of Iran; 2015 (https://www.amar.org.ir/english/MDG-2014/MDG-Goal_5/MDG-Goal-5-P2, accessed 28 November 2017). ",2025-04-07T06:46:44Z,2009,2009-01-01,2009-12-31
106335,MDG_0000000025,COUNTRY,PRT,EUR,Europe,YEAR,2011,,,,,,,,,100,100,,," Annual Statistics Portugal – Live births (No.) by Place of residence of mother (NUTS - 2013), Sex, Place of delivery of the mother, Medical assistance and Size class of weight at birth; Annual. 2011 [online database]. Lisbon: Instituto Nacional de Estadística (INE) [Portugal]; 2020 ",2025-04-07T06:46:44Z,2011,2011-01-01,2011-12-31
108551,MDG_0000000025,COUNTRY,SLE,AFR,Africa,YEAR,2013,,,,,,,,,60,60,,," Statistics Sierra Leone (SSL), ICF International. Sierra Leone Demographic and Health Survey 2013. Freetown, Sierra Leone and Rockville, Maryland, USA: SSL, ICF International; 2014.",2025-04-07T06:46:44Z,2013,2013-01-01,2013-12-31
121990,MDG_0000000025,COUNTRY,BEN,AFR,Africa,YEAR,2018,,,,,,,,,78,78,,," Enquête Démographique et de Santé au Bénin, 2017-2018. Cotonou, Rockville, Maryland: Institut National de la Statistique et de l’Analyse Économique (INSAE), ICF; 2018 (in French).",2025-04-07T06:46:44Z,2017-2018,2017-01-01,2018-12-31
124708,MDG_0000000025,COUNTRY,PLW,WPR,Western Pacific,YEAR,2019,,,,,,,,,100,100,,, 2020 Statistical Yearbook. Koror: Ministry of Finance [Palau]; 2021.,2025-04-07T06:46:44Z,2019,2019-01-01,2019-12-31
126392,MDG_0000000025,COUNTRY,PLW,WPR,Western Pacific,YEAR,2017,,,,,,,,,100,100,,, 2017 Statistical Yearbook. Koror: Ministry of Finance [Palau]; 2018.,2025-04-07T06:46:44Z,2017,2017-01-01,2017-12-31
127359,MDG_0000000025,COUNTRY,NOR,EUR,Europe,YEAR,2017,,,,,,,,,99,99,,," Dataset: F11: Fødested. 2017. [online database]. Oslo: Folkehelseinstituttet, Medisinsk fødselsregister [Norwegian Institute of Public Health (NIPH), Medical Birth Registry]; 2018 (http://statistikkbank.fhi.no/mfr, accessed 21 September 2018, in Norwegian). ",2025-04-07T06:46:44Z,2017,2017-01-01,2017-12-31
128232,MDG_0000000025,COUNTRY,MEX,AMR,Americas,YEAR,2022,,,,,,,,,88,88,,," PLISA Health Information Platform. Indicator profile: Deliveries attended by skilled birth attendants (%) [online database]. Washington, DC: Pan American Health Organization/World Health Organization (PAHO/WHO); 2023 (https://opendata.paho.org/es/indicadores-basicos/tablero-de-los-indicadores-basicos, accessed 1 February 2024). ",2025-04-07T06:46:44Z,2022,2022-01-01,2022-12-31
130003,MDG_0000000025,COUNTRY,BDI,AFR,Africa,YEAR,2010,,,,,,,,,60,60,,," Institut de Statistiques et d’Études Économiques du Burundi (ISTEEBU), Ministère de la Santé Publique et de la Lutte contre le Sida [Burundi] (MSPLS), ICF International. Enquête Démographique et de Santé Burundi 2010. Bujumbura, Burundi : ISTEEBU, MSPLS, ICF International; 2012 (in French).",2025-04-07T06:46:44Z,2010,2010-01-01,2010-12-31
134660,MDG_0000000025,COUNTRY,PER,AMR,Americas,YEAR,2011,,,,,,,,,85,85,,," Instituto Nacional de Estadística e Informática (INEI) [Perú]. Perú Encuesta Demográfica y de Salud Familiar - ENDES 2011. Lima, Perú: Instituto Nacional de Estadística e Informática (INEI) [Perú]; 2012 (in Spanish).",2025-04-07T06:46:44Z,2011,2011-01-01,2011-12-31
140828,MDG_0000000025,COUNTRY,LCA,AMR,Americas,YEAR,2019,,,,,,,,,100,100,,,"Trained personnel PLISA Health Information Platform. Indicator profile: Deliveries attended by skilled birth attendants (%) [online database]. Washington, DC: Pan American Health Organization/World Health Organization (PAHO/WHO); 2021 (https://opendata.paho.org/es/indicadores-basicos/tablero-de-los-indicadores-basicos, accessed 30 December 2021). ",2025-04-07T06:46:44Z,2019,2019-01-01,2019-12-31
142791,MDG_0000000025,COUNTRY,GTM,AMR,Americas,YEAR,2009,,,,,,,,,52,52,,," Encuesta Nacional de Salud Materno Infantil (ENSMI) 2008-2009. Ciudad de Guatemala: Ministerio de Salud Pública y Asistencia Social (MSPAS) [Guatemala], Instituto Nacional de Estadística (INE) [Guatemala], Centros de Control y Prevención de Enfermedades (CDC); 2010 (in Spanish). ",2025-04-07T06:46:44Z,2008-2009,2008-01-01,2009-12-31
144494,MDG_0000000025,COUNTRY,ARG,AMR,Americas,YEAR,2020,,,,,,,,,99,99,,," Encuesta Nacional de Niñas, Niños y Adolescentes (MICS) 2019-2020",2025-04-07T06:46:44Z,2019-2020,2019-01-01,2020-12-31
145843,MDG_0000000025,COUNTRY,QAT,EMR,Eastern Mediterranean,YEAR,2020,,,,,,,,,100,100,,," Vital Statistics, Annual Bulletin. Births and Deaths 2020. Doha: Ministry of Development Planning and Statistics [Qatar]; 2022.",2025-04-07T06:46:44Z,2020,2020-01-01,2020-12-31
146199,MDG_0000000025,COUNTRY,CZE,EUR,Europe,YEAR,2004,,,,,,,,,100,100,,, Rodi?ka a novorozenec 2004 [Mother and Newborn 2004]. Prague: Ústav zdravotnických informací a statistiky ?R [Institute of Health Information and Statistics of the Czech Republic]; 2005 (in Czech).,2025-04-07T06:46:44Z,2004,2004-01-01,2004-12-31
147757,MDG_0000000025,COUNTRY,UZB,EUR,Europe,YEAR,2020,,,,,,,,,100,100,,," The State ?ommittee of Republic Uzbekistan on statistics 2021. The global goals. 3.1.2 - Proportion of births attended by skilled health personnel  [website]. Uzbekistan; 2021 (http://nsdg.stat.uz/en/databanks/indicator-table?id=3.1.2, accessed 30 December 2021).",2025-04-07T06:46:44Z,2020,2020-01-01,2020-12-31
151386,MDG_0000000025,COUNTRY,MSR,AMR,Americas,YEAR,2014,,,,,,,,,98,98,,,"Trained personnel PLISA Health Information Platform. Indicator profile: Deliveries attended by skilled birth attendants (%) [online database]. Washington, DC: Pan American Health Organization/World Health Organization (PAHO/WHO); 2021 (https://opendata.paho.org/es/indicadores-basicos/tablero-de-los-indicadores-basicos, accessed 30 December 2021). ",2025-04-07T06:46:44Z,2014,2014-01-01,2014-12-31
152536,MDG_0000000025,COUNTRY,MLT,EUR,Europe,YEAR,2009,,,,,,,,,100,100,,, National Obstetric Information System (NOIS). Annual Report – 2009. Malta: Department of Health Information and Research (DHIR); 2010.,2025-04-07T06:46:44Z,2009,2009-01-01,2009-12-31
156650,MDG_0000000025,COUNTRY,KHM,WPR,Western Pacific,YEAR,2006,,,,,,,,,44,44,,," National Institute of Public Health, National Institute of Statistics [Cambodia], ORC Macro. Cambodia Demographic and Health Survey 2005. Phnom Penh, Cambodia and Calverton, Maryland, USA: National Institute of Public Health, National Institute of Statistics, ORC Macro; 2006.",2025-04-07T06:46:44Z,2005-2006,2005-01-01,2006-12-31
159941,MDG_0000000025,COUNTRY,MEX,AMR,Americas,YEAR,2017,,,,,,,,,97,97,,," Encuesta Nacional de la Dinámica Demográfica ENADID 2018. Aguascalientes: Instituto Nacional de Estadística y Geografía (INEGI), Consejo Nacional de Población (CONAPO); 2019 (in Spanish).",2025-04-07T06:46:44Z,2017,2017-01-01,2017-12-31
162226,MDG_0000000025,COUNTRY,MKD,EUR,Europe,YEAR,2000,,,,,,,,,98,98,,, Statistical Yearbook of the Republic of Macedonia 2001. Skopje: State Statistical Office [Macedonia]; 2002.,2025-04-07T06:46:44Z,2000,2000-01-01,2000-12-31
164167,MDG_0000000025,COUNTRY,SLV,AMR,Americas,YEAR,2019,,,,,,,,,100,100,,,"Skilled health personnel PLISA Health Information Platform. Indicator profile: Deliveries attended by skilled birth attendants (%) [online database]. Washington, DC: Pan American Health Organization/World Health Organization (PAHO/WHO); 2023 (https://opendata.paho.org/es/indicadores-basicos/tablero-de-los-indicadores-basicos, accessed 21 September 2023). ",2025-04-07T06:46:44Z,2019,2019-01-01,2019-12-31
168220,MDG_0000000025,COUNTRY,MNG,WPR,Western Pacific,YEAR,2000,,,,,,,,,97,97,,,"Doctor, nurse/midwife, Auxiliary midwife Mongolia Child and Development survey 2000 (MICS-2). National Report. Ulaanbaatar: National Statistical Office of Mongolia, United Nations Children's Fund (UNICEF); 2001.",2025-04-07T06:46:44Z,2000,2000-01-01,2000-12-31
168261,MDG_0000000025,REGION,SEAR,,,YEAR,2005,,,,,,,,,50,50,,,,2025-04-07T06:46:44Z,2005,2005-01-01,2005-12-31
169232,MDG_0000000025,COUNTRY,EST,EUR,Europe,YEAR,2021,,,,,,,,,99,99,,," Estonian Medical Birth Registry (EMBR). SR03: Births by hospital and women's place of residence, 2021. Tallinn: National Institute for Health Development [Estonia]; 2023.",2025-04-07T06:46:44Z,2021,2021-01-01,2021-12-31
174604,MDG_0000000025,COUNTRY,ARG,AMR,Americas,YEAR,2001,,,,,,,,,98,98,,," Indicadores básicos Argentina 2010. Buenos Aires: Ministerio de Salud, Argentina, Organización Panamericana de la Salud/Organización Mundial de la Salud (OPS/OMS) [Pan American Health Organization/World Health Organization (PAHO/WHO)]; 2010 (in Spanish). ",2025-04-07T06:46:44Z,2001,2001-01-01,2001-12-31
177206,MDG_0000000025,COUNTRY,BRB,AMR,Americas,YEAR,2018,,,,,,,,,99,99,,,"Trained personnel PLISA Health Information Platform. Indicator profile: Deliveries attended by skilled birth attendants (%) [online database]. Washington, DC: Pan American Health Organization/World Health Organization (PAHO/WHO); 2021 (https://opendata.paho.org/es/indicadores-basicos/tablero-de-los-indicadores-basicos, accessed 30 December 2021). ",2025-04-07T06:46:44Z,2018,2018-01-01,2018-12-31
178542,MDG_0000000025,COUNTRY,GIN,AFR,Africa,YEAR,2016,,,,,,,,,63,63,,,"Médecins, infirmières, sages-femmes, agent technique de santé Institut National de la Statistique [Guinée], Fonds des Nations Unies pour l'Enfance (UNICEF), USAID, le Fonds mondial [the Global Fund], Fonds des Nations Unies pour la Population (FNUAP/UNFPA), Programme des Nations Unies pour le développement (PNUD/UNDP). Enquête par grappes à indicateurs multiples (MICS 2016), Rapport final. Conakry: Institut National de la Statistique [Guinée]; 2017 (in French).",2025-04-07T06:46:44Z,2016,2016-01-01,2016-12-31
190649,MDG_0000000025,COUNTRY,BMU,AMR,Americas,YEAR,2018,,,,,,,,,99,99,,,"Trained personnel PLISA Health Information Platform. Indicator profile: Deliveries attended by skilled birth attendants (%) [online database]. Washington, DC: Pan American Health Organization/World Health Organization (PAHO/WHO); 2023 (https://opendata.paho.org/es/indicadores-basicos/tablero-de-los-indicadores-basicos, accessed 20 September 2023).",2025-04-07T06:46:44Z,2018,2018-01-01,2018-12-31
193360,MDG_0000000025,REGION,AFR,,,YEAR,2020,,,,,,,,,69,69,,,,2024-04-26T13:59:03Z,2020,2020-01-01,2020-12-31
195398,MDG_0000000025,COUNTRY,LTU,EUR,Europe,YEAR,2014,,,,,,,,,100,100,,,"Skilled health personnel Transformative Monitoring for Enhanced Equity (TransMonEE) 2016 Database [online database]. Geneva: UNICEF Europe and Central Asia Regional Office; 2016 (www.transmonee.org, accessed 17 October 2016). ",2025-04-07T06:46:44Z,2014,2014-01-01,2014-12-31
202481,MDG_0000000025,COUNTRY,BLR,EUR,Europe,YEAR,2000,,,,,,,,,100,100,,,"Skilled health personnel Transformative Monitoring for Enhanced Equity (TransMonEE) 2012 Database [online database]. Geneva: UNICEF Europe and Central Asia Regional Office; 2012 (www.transmonee.org, accessed 1 November 2012). ",2025-04-07T06:46:44Z,2000,2000-01-01,2000-12-31
203333,MDG_0000000025,COUNTRY,ZWE,AFR,Africa,YEAR,2006,,,,,,,,,69,69,,," Central Statistical Office (CSO) [Zimbabwe], Macro International Inc. Zimbabwe Demographic and Health Survey 2005-06. Calverton, Maryland, USA: CSO [Zimbabwe], Macro International Inc.; 2007.",2025-04-07T06:46:44Z,2005-2006,2005-01-01,2006-12-31
207316,MDG_0000000025,COUNTRY,VEN,AMR,Americas,YEAR,2015,,,,,,,,,99,99,,,"Trained personnel PLISA Health Information Platform. Indicator profile: Deliveries attended by skilled birth attendants (%) [online database]. Washington, DC: Pan American Health Organization/World Health Organization (PAHO/WHO); 2021 (https://opendata.paho.org/es/indicadores-basicos/tablero-de-los-indicadores-basicos, accessed 30 December 2021). ",2025-04-07T06:46:44Z,2015,2015-01-01,2015-12-31
209548,MDG_0000000025,COUNTRY,BLR,EUR,Europe,YEAR,2012,,,,,,,,,100,100,,," National Statistical Committee of the Republic of Belarus, United Nations Children’s Fund (UNICEF). Multiple Indicator Cluster Survey of the Situation of Children and Women in the Republic of Belarus (????4), 2012. Final Report. Minsk, Belarus: National Statistical Committee of the Republic of Belarus, the United Nations Children’s Fund (UNICEF); 2013. ",2025-04-07T06:46:44Z,2012,2012-01-01,2012-12-31
214748,MDG_0000000025,COUNTRY,SLE,AFR,Africa,YEAR,2010,,,,,,,,,61,61,,," Statistics Sierra Leone, United Nations Children's Fund (UNICEF) Sierra Leone. Sierra Leone Multiple Indicator Cluster Survey 2010, Final Report. Freetown, Sierra Leone: Statistics Sierra Leone, UNICEF Sierra Leone; 2011.",2025-04-07T06:46:44Z,2010,2010-01-01,2010-12-31
216280,MDG_0000000025,COUNTRY,GUY,AMR,Americas,YEAR,2018,,,,,,,,,95,95,,,"Trained personnel PLISA Health Information Platform. Indicator profile: Deliveries attended by skilled birth attendants (%) [online database]. Washington, DC: Pan American Health Organization/World Health Organization (PAHO/WHO); 2021 (https://opendata.paho.org/es/indicadores-basicos/tablero-de-los-indicadores-basicos, accessed 30 December 2021). ",2025-04-07T06:46:44Z,2018,2018-01-01,2018-12-31
216438,MDG_0000000025,COUNTRY,MDA,EUR,Europe,YEAR,2012,,,,,,,,,99,99,,," 2012 Republic of Moldova Multiple Indicator Cluster Survey, Final Report. Chi?in?u, Republic of Moldova: National Centre of Public Health of the Ministry of Health of the Republic of Moldova, United Nations Children’s Fund (UNICEF); 2014.",2025-04-07T06:46:44Z,2012,2012-01-01,2012-12-31
216927,MDG_0000000025,COUNTRY,MLI,AFR,Africa,YEAR,2023,,,,,,,,,66,66,,,"Doctor, nurse/midwife Septième Enquête Démographique et de Santé au Mali 2023–2024. Indicateurs Clés. Bamako, Mali, et Rockville, Maryland, USA: INSTAT, CPS/SS-DS-PF, et ICF; 2024.",2025-04-07T06:46:44Z,2023,2023-01-01,2023-12-31
217403,MDG_0000000025,COUNTRY,LVA,EUR,Europe,YEAR,2017,,,,,,,,,100,100,,," Statistical Yearbook of Health Care in Latvia 19th edition, 2017. Riga: The Centre for Disease Prevention and Control of Latvia; 2018.",2025-04-07T06:46:44Z,2017,2017-01-01,2017-12-31
227059,MDG_0000000025,COUNTRY,KGZ,EUR,Europe,YEAR,2005,,,,,,,,,98,98,,,"Skilled health personnel Transformative Monitoring for Enhanced Equity (TransMonEE) Kyrgyzstan. [2.A. Performance Health of Mother and Child] [online database]. Bishkek City: National Statistical Committee of the Kyrgyz Republic; 2012 (www.stat.kg, accessed 6 November 2012, in Russian/Kyrgyz). ",2025-04-07T06:46:44Z,2005,2005-01-01,2005-12-31
233861,MDG_0000000025,COUNTRY,ECU,AMR,Americas,YEAR,2008,,,,,,,,,89,89,,,"Doctors, obstetrician and nurse Registro Estadístico de Nacidos Vivos, Instituto Nacional de Estadística y Censos",2025-04-07T06:46:44Z,2008,2008-01-01,2008-12-31
250114,MDG_0000000025,COUNTRY,USA,AMR,Americas,YEAR,2008,,,,,,,,,99,99,,," Martin JA, Hamilton BE, Sutton PD, Ventura SJ, Mathews TJ, Osterman MJK. Births: Final Data for 2008. National Vital Statistics Reports; vol. 59, no.1. Hyattsville, MD: National Center for Health Statistics; 2010.",2025-04-07T06:46:44Z,2008,2008-01-01,2008-12-31
256578,MDG_0000000025,COUNTRY,KHM,WPR,Western Pacific,YEAR,2014,,,,,,,,,89,89,,,"Doctor, Nurse / Midwife, Auxilliary Nurse/Midwife National Institute of Statistics, Directorate General for Health, ICF International. Cambodia Demographic and Health Survey 2014. Phnom Penh, Cambodia, and Rockville, Maryland, USA: National Institute of Statistics, Directorate General for Health, ICF International; 2015.",2025-04-07T06:46:44Z,2014,2014-01-01,2014-12-31
258706,MDG_0000000025,COUNTRY,SRB,EUR,Europe,YEAR,2019,,,,,,,,,100,100,,," Statistical Office of the Republic of Serbia and UNICEF. Serbia Multiple Indicator Cluster Survey and Serbia Roma Settlements Multiple Indicator Cluster Survey, 2019, Survey Findings Report. Belgrade, Serbia: Statistical Office of the Republic of Serbia and UNICEF; 2019.",2025-04-07T06:46:44Z,2019,2019-01-01,2019-12-31
258807,MDG_0000000025,COUNTRY,MLT,EUR,Europe,YEAR,2019,,,,,,,,,100,100,,, National Obstetric Information System (NOIS). Annual Report – 2019. Malta: Directorate for Health Information and Research (DHIR); 2020. https://deputyprimeminister.gov.mt/en/dhir/Pages/Registries/births.aspx,2025-04-07T06:46:44Z,2019,2019-01-01,2019-12-31
258899,MDG_0000000025,COUNTRY,EST,EUR,Europe,YEAR,2010,,,,,,,,,100,100,,," Estonian Medical Birth Registry (EMBR). Skilled birth attendant, 1992-2019. Tallinn: National Institute for Health Development [Estonia]; 2020",2025-04-07T06:46:44Z,2010,2010-01-01,2010-12-31
261544,MDG_0000000025,COUNTRY,CZE,EUR,Europe,YEAR,2002,,,,,,,,,100,100,,, Rodi?ka a novorozenec 2002 [Mother and Newborn 2002]. Prague: Ústav zdravotnických informací a statistiky ?R [Institute of Health Information and Statistics of the Czech Republic]; 2004 (in Czech).,2025-04-07T06:46:44Z,2002,2002-01-01,2002-12-31
