n_country_year,countries,years,year_min,year_max,MMR_median,MMR_IQR,InstBirth_median,InstBirth_IQR,SBA_median,ANC4_median,Anaemia_median,ABR_median
4485,195,23,2000,2022,58.11271575,221.87802087,98.4,13.550000000000011,99,85.3,24,33.1700592
